timestamp,date,datetime,price_usd,market_cap_usd,volume_usd,volatility,price_change,volume_change,price_ma,price_deviation,kmeans_cluster,dbscan_cluster
1772236984104,2026-02-28,2026-02-28 01:03:04,65878.84,1317139855942.89,43001213638.46,929.0669430129004,0.4054696644557154,-1.506924950534072,66553.00833333333,-1.0129795034309141,0,0
1772240612868,2026-02-28,2026-02-28 02:03:32,65941.43,1318892147618.57,42693449745.65,925.7150611515535,0.09500774452009253,-0.7157097829786241,66499.61833333333,-0.8393857699083119,0,0
1772244165866,2026-02-28,2026-02-28 03:02:45,65808.0,1315960048642.82,41653349540.56,917.7055288910207,-0.20234623361973236,-2.4362055802154448,66435.46625000001,-0.9444748195772799,0,0
1772247794211,2026-02-28,2026-02-28 04:03:14,65966.53,1319303277781.86,40996334609.04,901.962745310566,0.24089776318987344,-1.5773399708953195,66378.63041666667,-0.620832960969312,0,0
1772251399760,2026-02-28,2026-02-28 05:03:19,65788.15,1315728166425.85,39694070330.52,869.3980841997824,-0.27040985784761995,-3.1765383196790564,66302.38916666668,-0.7755967366032912,0,0
1772254982782,2026-02-28,2026-02-28 06:03:02,65662.79,1313495383552.46,39096454563.79,822.4816493776524,-0.19055103388679884,-1.5055542597517402,66215.99958333334,-0.8354621040449987,0,0
1772258463629,2026-02-28,2026-02-28 07:01:03,65537.1,1310152140777.49,38861552054.39,767.6750293129057,-0.19141739179828754,-0.6008281620951905,66124.9825,-0.889047494265866,0,0
1772262022635,2026-02-28,2026-02-28 08:00:22,63176.93,1263563403466.22,42531954157.75,909.7910785936352,-3.6012731719896163,9.444816043947402,65938.01583333334,-4.18739599370465,0,-1
1772265775584,2026-02-28,2026-02-28 09:02:55,63810.11,1277473890784.36,45060799340.15,929.0893967786584,1.0022329353452264,5.945753569235435,65776.18958333334,-2.9890445095523037,0,-1
1772269429539,2026-02-28,2026-02-28 10:03:49,63476.5,1268969429344.62,45714895870.31,923.99255635885,-0.5228168388990428,1.4515866112858378,65590.26708333332,-3.222684061718723,0,0
1772272962145,2026-02-28,2026-02-28 11:02:42,63657.72,1273416089601.31,44690422062.6,923.932562649156,0.2854914810993092,-2.2410065432859394,65435.635833333334,-2.7170452471215247,0,0
1772276599574,2026-02-28,2026-02-28 12:03:19,64006.61,1279085179029.36,44202313996.69,931.4350665747952,0.5480717813958869,-1.092198380284437,65326.18916666667,-2.019984914932093,0,0
1772280126101,2026-02-28,2026-02-28 13:02:06,63861.76,1277134233085.85,44881461865.97,960.6162678512295,-0.22630475196233624,1.5364532031758582,65231.35166666666,-2.099591119413403,0,0
1772283751240,2026-02-28,2026-02-28 14:02:31,64003.68,1279869776896.38,42528492697.8,980.8411285142337,0.22223001683636667,-5.242630409848714,65152.13999999999,-1.7627356522748014,0,0
1772287385069,2026-02-28,2026-02-28 15:03:05,65140.36,1295850314943.55,43846149531.73,952.2236714953567,1.77596038227803,3.0982918752682886,65105.61666666667,0.05336457146426225,0,0
1772290964040,2026-02-28,2026-02-28 16:02:44,64469.59,1287750639090.17,43670128475.4,937.9729590117548,-1.0297302624670879,-0.4014515714831912,65039.189999999995,-0.8757796645376406,0,0
1772294552582,2026-02-28,2026-02-28 17:02:32,64855.35,1296750620789.46,40798178834.75,910.0723236486939,0.5983596297106875,-6.576462540676542,64986.77416666667,-0.20223217470314436,0,0
1772298157785,2026-02-28,2026-02-28 18:02:37,65106.73,1302156298162.9,41963989698.0,903.3930872667422,0.38760102289172593,2.8575071156289322,64969.496666666666,0.21122733032307195,0,0
1772301829262,2026-02-28,2026-02-28 19:03:49,65397.73,1306998809989.34,41524049341.09,894.9998446208455,0.4469584019962225,-1.0483759053323993,64957.09583333333,0.6783464701027395,0,0
1772305372916,2026-02-28,2026-02-28 20:02:52,65917.05,1318288092454.86,41776079478.62,913.9480606223502,0.7940948409065562,0.6069498074712243,64982.82541666667,1.4376484514841181,0,0
1772308950300,2026-02-28,2026-02-28 21:02:30,66356.5,1327013141943.43,42620940815.88,952.8512226141439,0.6666712178412082,2.022356687856197,65022.435,2.0516995403202025,0,0
1772312558306,2026-02-28,2026-02-28 22:02:38,66944.89,1338068372364.27,43813945129.45,1025.3525459176801,0.886710420230119,2.799103658278468,65078.94999999999,2.8671943846666395,0,0
1772316105360,2026-02-28,2026-02-28 23:01:45,66745.27,1332145618701.41,38717674416.2,1077.484414596052,-0.29818556726285417,-11.631617965907592,65130.10083333333,2.479911970042639,0,-1
1772319734866,2026-03-01,2026-03-01 00:02:14,67185.75,1343466463921.64,46108657886.15,1153.2935029043597,0.6599418955080871,19.08943029609629,65195.64041666666,3.052519417885165,0,-1
1772323262109,2026-03-01,2026-03-01 01:01:02,66995.19,1339637101703.13,46265946359.86,1203.4672059883512,-0.2836315736595929,0.34112568207551597,65242.155000000006,2.6869667318622383,0,0
1772326964572,2026-03-01,2026-03-01 02:02:44,66809.97,1336364052252.42,46574520236.94,1237.973324065335,-0.2764676090925344,0.6669568037793727,65278.34416666667,2.3463000676347296,0,0
1772330466920,2026-03-01,2026-03-01 03:01:06,67268.52,1344824772838.28,48796310018.48,1299.5095642861882,0.6863496570945982,4.770397569823626,65339.199166666665,2.952776982178866,0,0
1772334006114,2026-03-01,2026-03-01 04:00:06,67767.31,1355440746090.98,51769198342.47,1386.389409747635,0.7414909678405301,6.092444946890674,65414.23166666666,3.5971963185687073,0,0
